datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,Total_booking
04-12-2012 01:00,Summer,0,1, Clear + Few clouds,13.12,15.15,66,15.0013,9
06-07-2011 16:00,Summer,0,1, Clear + Few clouds,32.8,35.605,38,15.0013,308
12-08-2011 15:00,Winter,0,1, Clear + Few clouds,13.12,16.665,45,8.9981,117
9/17/2012 15:00,Fall,0,1, Mist + Cloudy ,26.24,30.305,65,16.9979,338
02-08-2012 00:00,Spring,0,1, Clear + Few clouds,12.3,14.395,56,15.0013,23
07-03-2012 00:00,Fall,0,1, Clear + Few clouds,29.52,33.335,54,0,53
03-01-2011 01:00,Spring,0,1, Clear + Few clouds,10.66,11.365,70,23.9994,3
6/16/2012 14:00,Summer,0,0, Clear + Few clouds,29.52,32.575,37,15.0013,573
12/16/2012 0:00,Winter,0,0, Mist + Cloudy ,14.76,18.94,62,0,110
03-12-2011 06:00,Spring,0,0, Clear + Few clouds,9.02,10.605,75,16.9979,4
08-11-2012 20:00,Fall,0,0," Light Snow, Light Rain",27.06,29.545,89,27.9993,160
04-09-2011 16:00,Summer,0,0, Mist + Cloudy ,15.58,19.695,82,0,191
12/19/2012 16:00,Winter,0,1, Clear + Few clouds,17.22,21.21,50,23.9994,334
2/16/2012 21:00,Spring,0,1, Mist + Cloudy ,13.94,17.425,81,7.0015,145
04-05-2012 02:00,Summer,0,1, Clear + Few clouds,18.86,22.725,33,30.0026,18
11-02-2011 21:00,Winter,0,1, Clear + Few clouds,15.58,19.695,71,8.9981,168
04-10-2012 10:00,Summer,0,1, Clear + Few clouds,18.86,22.725,47,11.0014,181
05-03-2012 21:00,Summer,0,1, Clear + Few clouds,25.42,29.545,78,8.9981,299
01-11-2012 05:00,Spring,0,1, Clear + Few clouds,8.2,10.605,80,8.9981,22
5/13/2012 16:00,Summer,0,0, Clear + Few clouds,29.52,32.575,42,16.9979,564
12/17/2011 4:00,Winter,0,0, Clear + Few clouds,9.84,12.12,65,11.0014,9
04-01-2012 00:00,Summer,0,0, Mist + Cloudy ,14.76,16.665,76,16.9979,67
8/13/2011 16:00,Fall,0,0, Mist + Cloudy ,28.7,33.335,74,19.0012,281
10-10-2011 17:00,Winter,1,0, Mist + Cloudy ,27.06,31.06,54,7.0015,459
06-02-2011 13:00,Summer,0,1, Clear + Few clouds,32.8,34.09,24,23.9994,203
04-01-2012 03:00,Summer,0,0, Mist + Cloudy ,13.94,16.665,81,8.9981,25
11/14/2011 23:00,Winter,0,1, Clear + Few clouds,22.96,26.515,64,19.9995,61
10/18/2012 23:00,Winter,0,1, Mist + Cloudy ,22.14,25.76,83,0,117
10-03-2011 10:00,Winter,0,1, Mist + Cloudy ,16.4,20.455,66,7.0015,101
10-04-2012 18:00,Winter,0,1, Clear + Few clouds,27.06,31.06,57,7.0015,887
2/19/2011 2:00,Spring,0,0, Clear + Few clouds,18.04,21.97,13,26.0027,17
04-03-2012 13:00,Summer,0,1, Clear + Few clouds,22.96,26.515,19,16.9979,345
12/17/2012 22:00,Winter,0,1, Mist + Cloudy ,17.22,21.21,94,8.9981,54
05-04-2012 19:00,Summer,0,1, Clear + Few clouds,28.7,32.575,51,8.9981,452
07-03-2012 04:00,Fall,0,1, Clear + Few clouds,27.88,31.82,65,7.0015,6
4/19/2012 12:00,Summer,0,1, Clear + Few clouds,22.14,25.76,49,0,264
12-02-2011 11:00,Winter,0,1, Clear + Few clouds,13.94,16.665,66,11.0014,160
08-05-2011 15:00,Fall,0,1, Clear + Few clouds,31.16,34.85,55,16.9979,210
2/19/2012 6:00,Spring,0,0, Clear + Few clouds,9.84,10.605,52,22.0028,5
10-02-2012 17:00,Winter,0,1," Light Snow, Light Rain",25.42,28.03,88,7.0015,715
6/14/2011 10:00,Summer,0,1, Clear + Few clouds,25.42,31.06,46,15.0013,130
10/14/2011 20:00,Winter,0,1, Clear + Few clouds,21.32,25,42,12.998,196
03-03-2011 11:00,Spring,0,1, Clear + Few clouds,8.2,11.365,29,6.0032,50
3/17/2011 4:00,Spring,0,1, Clear + Few clouds,13.94,16.665,71,12.998,3
04-06-2011 07:00,Summer,0,1, Clear + Few clouds,10.66,13.635,65,7.0015,133
01-06-2012 23:00,Spring,0,1, Clear + Few clouds,14.76,18.94,50,0,101
01-10-2011 01:00,Spring,0,1, Clear + Few clouds,4.92,6.06,50,19.0012,1
12/18/2012 16:00,Winter,0,1, Clear + Few clouds,18.04,21.97,41,31.0009,363
8/19/2011 3:00,Fall,0,1, Clear + Few clouds,26.24,29.545,78,0,3
8/17/2011 2:00,Fall,0,1, Clear + Few clouds,27.06,31.06,69,0,6
06-05-2012 12:00,Summer,0,1, Mist + Cloudy ,22.14,25.76,56,15.0013,247
8/16/2011 9:00,Fall,0,1, Clear + Few clouds,27.88,31.82,61,19.0012,198
3/19/2011 2:00,Spring,0,0, Mist + Cloudy ,22.96,26.515,43,15.0013,25
11/16/2012 21:00,Winter,0,1, Clear + Few clouds,13.94,16.665,49,12.998,178
10-09-2011 05:00,Winter,0,0, Clear + Few clouds,18.04,21.97,88,0,15
05-08-2011 02:00,Summer,0,0, Clear + Few clouds,19.68,23.485,63,0,59
3/19/2011 10:00,Spring,0,0, Clear + Few clouds,18.04,21.97,38,27.9993,140
08-03-2012 18:00,Fall,0,1, Mist + Cloudy ,33.62,40.15,59,16.9979,671
7/19/2011 9:00,Fall,0,1, Mist + Cloudy ,32.8,39.395,63,8.9981,199
3/15/2012 18:00,Spring,0,1, Clear + Few clouds,27.06,31.06,44,19.0012,746
12/16/2011 21:00,Winter,0,1, Mist + Cloudy ,13.12,15.91,45,11.0014,102
04-06-2011 05:00,Summer,0,1, Clear + Few clouds,9.84,12.88,70,7.0015,13
11-02-2011 03:00,Winter,0,1, Clear + Few clouds,12.3,16.665,75,0,2
5/14/2011 20:00,Summer,0,0," Light Snow, Light Rain",22.14,25.76,94,8.9981,157
8/19/2011 8:00,Fall,0,1, Mist + Cloudy ,27.06,30.305,83,0,398
07-02-2012 08:00,Fall,0,1, Clear + Few clouds,31.16,34.85,52,12.998,568
10/13/2012 22:00,Winter,0,0, Clear + Few clouds,16.4,20.455,62,0,189
01-07-2012 04:00,Spring,0,0, Clear + Few clouds,13.12,16.665,57,6.0032,10
11/19/2012 10:00,Winter,0,1, Mist + Cloudy ,14.76,16.665,66,16.9979,139
7/17/2012 17:00,Fall,0,1, Clear + Few clouds,37.72,40.91,29,0,770
5/19/2011 5:00,Summer,0,1, Clear + Few clouds,19.68,23.485,94,0,26
07-11-2012 16:00,Fall,0,1, Clear + Few clouds,32.8,35.605,38,12.998,411
04-12-2011 23:00,Summer,0,1, Mist + Cloudy ,16.4,20.455,94,16.9979,39
04-03-2011 02:00,Summer,0,0, Clear + Few clouds,10.66,13.635,70,8.9981,24
8/16/2012 8:00,Fall,0,1, Clear + Few clouds,27.88,31.82,61,12.998,682
6/19/2011 19:00,Summer,0,0, Clear + Few clouds,29.52,34.09,62,8.9981,311
8/14/2011 6:00,Fall,0,0, Mist + Cloudy ,26.24,28.03,94,7.0015,6
2/16/2011 22:00,Spring,0,1, Clear + Few clouds,13.94,16.665,53,12.998,73
08-10-2012 14:00,Fall,0,1, Clear + Few clouds,31.16,35.605,58,23.9994,307
4/19/2012 21:00,Summer,0,1, Clear + Few clouds,21.32,25,55,7.0015,267
03-11-2011 19:00,Spring,0,1, Clear + Few clouds,12.3,13.635,56,22.0028,118
01-06-2011 22:00,Spring,0,1, Mist + Cloudy ,9.02,10.605,51,19.0012,52
11-05-2011 01:00,Winter,0,0, Clear + Few clouds,13.12,15.15,45,19.9995,62
01-03-2011 00:00,Spring,0,1, Clear + Few clouds,9.02,9.85,44,23.9994,5
06-02-2012 13:00,Summer,0,0, Clear + Few clouds,25.42,31.06,41,16.9979,679
04-02-2011 06:00,Summer,0,0, Clear + Few clouds,10.66,13.635,70,7.0015,12
8/19/2012 10:00,Fall,0,0, Mist + Cloudy ,27.88,31.82,69,0,425
08-10-2011 13:00,Fall,0,1, Clear + Few clouds,33.62,36.365,38,19.0012,191
08-02-2011 11:00,Fall,0,1, Clear + Few clouds,34.44,36.365,32,27.9993,128
10/14/2012 13:00,Winter,0,0, Clear + Few clouds,26.24,31.06,41,30.0026,619
5/17/2012 13:00,Summer,0,1, Clear + Few clouds,25.42,31.06,41,12.998,327
09-11-2012 16:00,Fall,0,1, Clear + Few clouds,28.7,31.82,28,8.9981,536
04-12-2012 04:00,Summer,0,1, Clear + Few clouds,12.3,14.395,61,15.0013,1
12-06-2012 17:00,Winter,0,1, Clear + Few clouds,12.3,15.91,45,7.0015,617
07-06-2012 18:00,Fall,0,1, Clear + Few clouds,36.9,40.15,33,16.9979,560
12-02-2012 21:00,Winter,0,0, Mist + Cloudy ,18.04,21.97,77,15.0013,99
6/14/2012 16:00,Summer,0,1, Clear + Few clouds,29.52,33.335,51,19.0012,438
08-06-2012 15:00,Fall,0,1, Clear + Few clouds,33.62,37.88,46,8.9981,274
4/15/2011 22:00,Summer,1,0, Mist + Cloudy ,15.58,19.695,82,26.0027,80
5/14/2012 1:00,Summer,0,1, Mist + Cloudy ,24.6,30.305,60,19.0012,11
10/18/2011 15:00,Winter,0,1, Clear + Few clouds,25.42,31.06,50,12.998,205
10-11-2012 03:00,Winter,0,1, Clear + Few clouds,17.22,21.21,47,19.9995,3
02-01-2011 19:00,Spring,0,1, Mist + Cloudy ,9.84,12.12,81,8.9981,108
4/19/2011 21:00,Summer,0,1, Mist + Cloudy ,20.5,24.24,72,8.9981,122
01-07-2012 00:00,Spring,0,0, Clear + Few clouds,14.76,17.425,50,11.0014,79
4/15/2012 5:00,Summer,0,0, Clear + Few clouds,20.5,24.24,68,11.0014,10
06-08-2011 05:00,Summer,0,1, Clear + Few clouds,25.42,28.03,88,0,21
11-09-2011 19:00,Winter,0,1, Clear + Few clouds,18.04,21.97,72,7.0015,304
2/16/2012 3:00,Spring,0,1, Mist + Cloudy ,12.3,16.665,61,0,1
10/15/2012 11:00,Winter,0,1, Mist + Cloudy ,24.6,29.545,73,26.0027,263
09-12-2011 15:00,Fall,0,1, Clear + Few clouds,30.34,33.335,48,6.0032,212
05-04-2012 01:00,Summer,0,1, Clear + Few clouds,24.6,28.79,78,7.0015,48
4/18/2012 22:00,Summer,0,1, Mist + Cloudy ,17.22,21.21,77,6.0032,162
10/17/2012 6:00,Winter,0,1, Clear + Few clouds,15.58,19.695,82,0,178
07-01-2012 08:00,Fall,0,0, Clear + Few clouds,31.98,37.12,62,7.0015,142
12-12-2011 14:00,Winter,0,1, Mist + Cloudy ,13.12,16.665,53,8.9981,111
4/14/2011 12:00,Summer,0,1, Clear + Few clouds,22.14,25.76,42,8.9981,145
06-05-2012 16:00,Summer,0,1, Clear + Few clouds,24.6,31.06,43,12.998,473
04-11-2011 06:00,Summer,0,1, Mist + Cloudy ,18.86,22.725,100,15.0013,61
04-03-2012 11:00,Summer,0,1, Clear + Few clouds,19.68,23.485,23,0,258
3/17/2012 0:00,Spring,0,0, Mist + Cloudy ,18.04,21.97,94,6.0032,100
08-06-2012 22:00,Fall,0,1, Clear + Few clouds,30.34,34.85,70,6.0032,207
06-09-2012 05:00,Summer,0,0, Clear + Few clouds,24.6,31.06,56,7.0015,19
12/19/2011 10:00,Winter,0,1, Clear + Few clouds,9.84,11.365,67,12.998,108
02-09-2012 13:00,Spring,0,1, Clear + Few clouds,12.3,13.635,42,22.0028,154
09-08-2012 03:00,Fall,0,0, Mist + Cloudy ,27.06,29.545,89,15.0013,43
09-06-2012 05:00,Fall,0,1, Mist + Cloudy ,28.7,33.335,84,12.998,38
2/14/2012 11:00,Spring,0,1, Mist + Cloudy ,12.3,15.15,45,11.0014,112
07-06-2012 12:00,Fall,0,1, Clear + Few clouds,36.08,37.88,28,7.0015,331
4/13/2011 2:00,Summer,0,1," Light Snow, Light Rain",16.4,20.455,100,19.9995,2
2/18/2012 5:00,Spring,0,0, Clear + Few clouds,9.84,12.88,70,6.0032,1
05-01-2011 16:00,Summer,0,0, Mist + Cloudy ,20.5,24.24,72,12.998,214
09-02-2012 03:00,Fall,0,0, Clear + Few clouds,27.06,29.545,89,6.0032,42
9/19/2012 7:00,Fall,0,1, Clear + Few clouds,21.32,25,63,15.0013,545
09-11-2011 18:00,Fall,0,0, Clear + Few clouds,27.88,31.82,65,19.9995,339
7/15/2012 19:00,Fall,0,0, Clear + Few clouds,29.52,35.605,84,15.0013,312
3/14/2011 7:00,Spring,0,1, Mist + Cloudy ,11.48,15.91,61,0,88
09-05-2011 19:00,Fall,1,0," Light Snow, Light Rain",27.06,29.545,94,7.0015,175
07-03-2012 14:00,Fall,0,1, Clear + Few clouds,36.9,38.635,25,12.998,310
09-12-2011 12:00,Fall,0,1, Clear + Few clouds,29.52,33.335,51,12.998,184
8/18/2011 3:00,Fall,0,1, Clear + Few clouds,27.06,31.06,69,19.0012,6
9/19/2012 1:00,Fall,0,1, Mist + Cloudy ,22.14,25.76,68,16.9979,12
10/16/2012 11:00,Winter,0,1, Clear + Few clouds,20.5,24.24,45,27.9993,228
06-11-2012 18:00,Summer,0,1, Mist + Cloudy ,32.8,36.365,43,19.9995,831
1/15/2011 6:00,Spring,0,0, Clear + Few clouds,5.74,8.335,63,7.0015,3
09-09-2012 04:00,Fall,0,0, Clear + Few clouds,21.32,25,77,16.9979,28
1/17/2012 8:00,Spring,0,1," Light Snow, Light Rain",12.3,14.395,81,19.0012,93
12-12-2011 16:00,Winter,0,1, Mist + Cloudy ,13.12,16.665,57,6.0032,214
7/19/2011 8:00,Fall,0,1, Mist + Cloudy ,31.16,36.365,70,11.0014,412
08-02-2011 07:00,Fall,0,1, Clear + Few clouds,29.52,33.335,61,19.0012,335
10/19/2012 16:00,Winter,0,1," Light Snow, Light Rain",25.42,30.305,69,23.9994,565
06-03-2012 15:00,Summer,0,0, Clear + Few clouds,28.7,31.82,34,0,644
11-03-2011 23:00,Winter,0,1, Clear + Few clouds,16.4,20.455,82,6.0032,95
08-10-2011 15:00,Fall,0,1, Clear + Few clouds,35.26,37.12,30,22.0028,194
12/16/2011 16:00,Winter,0,1, Mist + Cloudy ,13.12,15.15,45,15.0013,224
12/19/2012 20:00,Winter,0,1, Clear + Few clouds,14.76,17.425,57,15.0013,241
7/19/2011 18:00,Fall,0,1, Clear + Few clouds,32.8,40.15,66,8.9981,530
12/13/2012 19:00,Winter,0,1, Clear + Few clouds,12.3,15.15,45,11.0014,348
4/13/2012 20:00,Summer,0,1, Clear + Few clouds,20.5,24.24,29,8.9981,286
12/14/2012 9:00,Winter,0,1, Clear + Few clouds,9.84,12.12,75,8.9981,343
02-09-2011 11:00,Spring,0,1, Mist + Cloudy ,5.74,7.575,43,11.0014,41
02-10-2011 04:00,Spring,0,1, Mist + Cloudy ,5.74,6.82,59,15.0013,1
10-11-2012 16:00,Winter,0,1, Clear + Few clouds,20.5,24.24,36,8.9981,481
11-11-2012 00:00,Winter,0,0, Clear + Few clouds,13.94,17.425,81,6.0032,124
04-01-2011 01:00,Summer,0,1," Light Snow, Light Rain",10.66,12.88,100,11.0014,4
04-06-2012 13:00,Summer,0,1, Clear + Few clouds,18.04,21.97,33,22.0028,411
8/17/2012 23:00,Fall,0,1," Light Snow, Light Rain",26.24,12.12,83,15.0013,121
01-06-2012 11:00,Spring,0,1, Clear + Few clouds,12.3,15.15,56,11.0014,138
08-01-2011 02:00,Fall,0,1, Clear + Few clouds,28.7,33.335,74,7.0015,11
07-06-2011 08:00,Fall,0,1, Mist + Cloudy ,29.52,34.85,74,7.0015,428
12/14/2012 0:00,Winter,0,1, Clear + Few clouds,9.02,12.88,64,6.0032,47
8/13/2012 9:00,Fall,0,1, Mist + Cloudy ,30.34,33.335,45,0,305
9/17/2011 6:00,Fall,0,0, Mist + Cloudy ,18.86,22.725,72,15.0013,22
3/18/2011 10:00,Spring,0,1, Clear + Few clouds,21.32,25,53,19.0012,117
1/13/2011 2:00,Spring,0,1, Clear + Few clouds,5.74,6.06,50,23.9994,2
12-09-2012 10:00,Winter,0,0, Mist + Cloudy ,16.4,20.455,87,19.0012,219
3/13/2012 23:00,Spring,0,1, Clear + Few clouds,22.96,26.515,56,8.9981,87
07-08-2012 02:00,Fall,0,0, Clear + Few clouds,33.62,38.635,52,7.0015,70
5/17/2011 1:00,Summer,0,1," Light Snow, Light Rain",22.96,26.515,88,0,13
08-08-2011 17:00,Fall,0,1, Clear + Few clouds,35.26,38.635,39,11.0014,527
11-08-2011 15:00,Winter,0,1, Clear + Few clouds,23.78,27.275,46,7.0015,188
11-04-2011 04:00,Winter,0,1, Mist + Cloudy ,15.58,19.695,87,6.0032,7
03-08-2011 22:00,Spring,0,1, Clear + Few clouds,12.3,14.395,49,15.0013,55
8/19/2012 2:00,Fall,0,0, Mist + Cloudy ,25.42,30.305,69,6.0032,119
09-03-2012 12:00,Fall,1,0, Mist + Cloudy ,31.16,35.605,62,19.9995,543
7/17/2011 5:00,Fall,0,0, Clear + Few clouds,26.24,30.305,69,15.0013,12
04-07-2011 18:00,Summer,0,1, Clear + Few clouds,19.68,23.485,55,16.9979,333
09-03-2012 09:00,Fall,1,0, Mist + Cloudy ,28.7,33.335,84,8.9981,229
7/13/2012 14:00,Fall,0,1, Mist + Cloudy ,32.8,35.605,38,0,369
03-03-2011 07:00,Spring,0,1, Clear + Few clouds,4.92,4.545,42,27.9993,111
5/15/2011 14:00,Summer,0,0, Clear + Few clouds,26.24,30.305,73,12.998,437
4/16/2011 9:00,Summer,0,0," Light Snow, Light Rain",16.4,20.455,100,19.9995,29
8/18/2012 8:00,Fall,0,0, Clear + Few clouds,26.24,30.305,69,16.9979,189
06-11-2012 00:00,Summer,0,1, Clear + Few clouds,28.7,32.575,65,7.0015,41
10-08-2012 02:00,Winter,1,0, Clear + Few clouds,13.94,16.665,81,12.998,15
09-02-2012 21:00,Fall,0,0, Clear + Few clouds,28.7,32.575,70,11.0014,171
01-01-2012 11:00,Spring,0,0, Clear + Few clouds,13.94,16.665,76,8.9981,138
08-11-2012 01:00,Fall,0,0, Clear + Few clouds,27.06,31.06,74,15.0013,116
02-12-2011 21:00,Spring,0,0, Clear + Few clouds,10.66,15.15,41,0,51
05-03-2011 19:00,Summer,0,1, Clear + Few clouds,27.88,31.82,57,23.9994,365
10-11-2012 07:00,Winter,0,1, Clear + Few clouds,14.76,16.665,50,16.9979,478
07-09-2011 17:00,Fall,0,0, Clear + Few clouds,34.44,36.365,32,0,401
03-10-2012 17:00,Spring,0,0, Clear + Few clouds,14.76,18.94,23,0,354
8/14/2011 15:00,Fall,0,0, Clear + Few clouds,30.34,34.85,66,12.998,331
03-11-2011 07:00,Spring,0,1, Clear + Few clouds,10.66,12.88,70,12.998,114
02-08-2011 07:00,Spring,0,1, Clear + Few clouds,9.84,9.85,65,27.9993,100
10-01-2011 06:00,Winter,0,0, Clear + Few clouds,17.22,21.21,67,22.0028,19
7/18/2011 5:00,Fall,0,1, Clear + Few clouds,26.24,29.545,78,7.0015,17
7/14/2011 22:00,Fall,0,1, Clear + Few clouds,26.24,31.06,57,6.0032,176
10/15/2012 23:00,Winter,0,1, Clear + Few clouds,18.86,22.725,63,15.0013,81
05-02-2012 01:00,Summer,0,1, Clear + Few clouds,22.96,26.515,83,0,15
10/15/2012 5:00,Winter,0,1, Mist + Cloudy ,22.96,26.515,73,19.0012,40
06-03-2012 12:00,Summer,0,0, Clear + Few clouds,27.06,31.06,39,19.9995,684
11/19/2012 6:00,Winter,0,1, Mist + Cloudy ,14.76,16.665,66,16.9979,131
05-03-2011 16:00,Summer,0,1, Clear + Few clouds,29.52,33.335,54,31.0009,271
7/13/2012 5:00,Fall,0,1, Mist + Cloudy ,27.06,31.82,56,6.0032,34
11/15/2012 6:00,Winter,0,1, Mist + Cloudy ,12.3,14.395,65,16.9979,147
5/19/2012 23:00,Summer,0,0, Clear + Few clouds,24.6,31.06,56,11.0014,239
03-02-2011 19:00,Spring,0,1, Clear + Few clouds,16.4,20.455,28,35.0008,150
06-04-2012 20:00,Summer,0,1, Clear + Few clouds,24.6,31.06,40,23.9994,461
12/19/2012 3:00,Winter,0,1, Clear + Few clouds,10.66,13.635,75,8.9981,5
5/16/2011 20:00,Summer,0,1, Clear + Few clouds,23.78,27.275,83,0,198
06-09-2011 00:00,Summer,0,1, Mist + Cloudy ,30.34,35.605,79,8.9981,47
3/16/2012 23:00,Spring,0,1, Mist + Cloudy ,18.04,21.97,94,0,126
5/15/2012 0:00,Summer,0,1, Mist + Cloudy ,22.96,26.515,88,8.9981,32
5/14/2011 0:00,Summer,0,0, Mist + Cloudy ,20.5,24.24,88,8.9981,102
4/15/2011 0:00,Summer,1,0, Clear + Few clouds,18.04,21.97,67,0,27
02-05-2011 23:00,Spring,0,0, Clear + Few clouds,10.66,12.88,93,15.0013,59
4/19/2012 2:00,Summer,0,1, Mist + Cloudy ,17.22,21.21,77,0,6
10/13/2011 12:00,Winter,0,1, Mist + Cloudy ,25.42,28.03,88,0,105
11/16/2012 7:00,Winter,0,1, Mist + Cloudy ,12.3,15.15,61,11.0014,367
06-09-2011 21:00,Summer,0,1," Light Snow, Light Rain",31.16,34.85,52,0,171
03-02-2012 17:00,Spring,0,1," Light Snow, Light Rain",14.76,17.425,81,15.0013,128
3/15/2011 22:00,Spring,0,1, Mist + Cloudy ,13.12,15.91,87,11.0014,21
6/19/2012 9:00,Summer,0,1, Clear + Few clouds,26.24,30.305,73,6.0032,328
08-01-2012 02:00,Fall,0,1, Clear + Few clouds,26.24,28.79,83,7.0015,13
10/16/2012 22:00,Winter,0,1, Clear + Few clouds,16.4,20.455,71,6.0032,181
02-03-2011 13:00,Spring,0,1, Clear + Few clouds,8.2,8.335,40,27.9993,51
09-10-2012 13:00,Fall,0,1, Clear + Few clouds,26.24,31.06,38,15.0013,323
1/14/2012 2:00,Spring,0,0, Clear + Few clouds,6.56,8.335,47,11.0014,38
03-04-2011 20:00,Spring,0,1, Mist + Cloudy ,12.3,14.395,70,12.998,87
04-01-2011 03:00,Summer,0,1, Mist + Cloudy ,9.84,11.365,93,16.9979,4
07-10-2011 14:00,Fall,0,0, Clear + Few clouds,33.62,37.12,41,22.0028,349
04-12-2012 03:00,Summer,0,1, Clear + Few clouds,13.12,15.15,61,16.9979,5
2/13/2011 15:00,Spring,0,0, Mist + Cloudy ,16.4,20.455,30,19.9995,162
03-07-2012 23:00,Spring,0,1, Clear + Few clouds,18.04,21.97,62,22.0028,62
8/15/2012 12:00,Fall,0,1, Clear + Few clouds,30.34,34.09,55,15.0013,307
9/16/2011 8:00,Fall,0,1, Clear + Few clouds,17.22,21.21,67,15.0013,409
5/13/2012 19:00,Summer,0,0, Mist + Cloudy ,27.06,31.06,50,27.9993,339
7/14/2011 12:00,Fall,0,1, Clear + Few clouds,30.34,32.575,35,16.9979,223
05-10-2012 19:00,Summer,0,1, Clear + Few clouds,22.14,25.76,37,23.9994,553
06-09-2011 06:00,Summer,0,1, Mist + Cloudy ,29.52,35.605,84,6.0032,118
09-03-2012 05:00,Fall,1,0, Clear + Few clouds,27.06,29.545,89,0,4
12-05-2011 02:00,Winter,0,1, Clear + Few clouds,13.12,17.425,87,0,8
02-02-2011 07:00,Spring,0,1," Light Snow, Light Rain",9.02,10.605,93,15.0013,49
9/19/2012 4:00,Fall,0,1, Mist + Cloudy ,21.32,25,68,23.9994,10
05-02-2012 03:00,Summer,0,1, Clear + Few clouds,22.96,26.515,83,6.0032,6
08-06-2012 16:00,Fall,0,1, Clear + Few clouds,34.44,37.88,41,7.0015,451
12/18/2012 14:00,Winter,0,1, Clear + Few clouds,18.86,22.725,47,30.0026,247
09-07-2012 08:00,Fall,0,1, Clear + Few clouds,27.06,30.305,83,7.0015,719
10-11-2012 21:00,Winter,0,1, Clear + Few clouds,17.22,21.21,62,8.9981,260
11/17/2011 11:00,Winter,0,1," Light Snow, Light Rain",13.12,15.15,66,22.0028,97
06-08-2012 07:00,Summer,0,1, Clear + Few clouds,21.32,25,72,7.0015,428
04-01-2012 01:00,Summer,0,0, Mist + Cloudy ,14.76,17.425,76,11.0014,62
12-09-2011 00:00,Winter,0,1, Clear + Few clouds,9.84,14.395,65,0,34
03-05-2012 05:00,Spring,0,1, Clear + Few clouds,8.2,11.365,55,6.0032,18
02-12-2012 05:00,Spring,0,0, Clear + Few clouds,4.1,3.79,49,26.0027,3
5/18/2012 17:00,Summer,0,1, Clear + Few clouds,27.06,31.06,34,8.9981,812
12-04-2011 04:00,Winter,0,0, Clear + Few clouds,10.66,15.15,87,0,11
01-04-2011 02:00,Spring,0,1, Clear + Few clouds,5.74,7.575,63,8.9981,1
12-04-2011 08:00,Winter,0,0, Clear + Few clouds,10.66,15.15,87,0,55
6/13/2011 17:00,Summer,0,1, Clear + Few clouds,28.7,31.82,39,22.0028,601
12-11-2012 22:00,Winter,0,1, Clear + Few clouds,12.3,14.395,56,15.0013,106
10/16/2012 7:00,Winter,0,1, Clear + Few clouds,17.22,21.21,67,6.0032,525
07-05-2011 05:00,Fall,0,1, Clear + Few clouds,27.06,31.06,69,0,20
08-11-2011 23:00,Fall,0,1, Clear + Few clouds,27.06,31.06,50,11.0014,127
05-03-2011 15:00,Summer,0,1, Mist + Cloudy ,28.7,32.575,58,30.0026,154
04-10-2012 18:00,Summer,0,1, Clear + Few clouds,22.14,25.76,22,27.9993,704
7/19/2012 15:00,Fall,0,1, Clear + Few clouds,34.44,38.635,47,6.0032,292
03-12-2012 02:00,Spring,0,1, Clear + Few clouds,15.58,19.695,54,7.0015,9
3/18/2012 11:00,Spring,0,0, Mist + Cloudy ,18.04,21.97,82,11.0014,368
2/16/2012 1:00,Spring,0,1, Mist + Cloudy ,12.3,16.665,70,0,5
01-07-2011 14:00,Spring,0,1, Mist + Cloudy ,8.2,9.85,40,16.9979,50
3/16/2011 17:00,Spring,0,1, Mist + Cloudy ,18.04,21.97,54,19.9995,253
12-03-2012 03:00,Winter,0,1, Clear + Few clouds,15.58,19.695,87,0,8
03-04-2012 02:00,Spring,0,0, Mist + Cloudy ,14.76,17.425,40,11.0014,80
08-09-2011 13:00,Fall,0,1, Clear + Few clouds,34.44,39.395,49,11.0014,175
11-04-2012 05:00,Winter,0,0, Clear + Few clouds,10.66,13.635,65,7.0015,5
08-01-2012 06:00,Fall,0,1, Clear + Few clouds,26.24,29.545,78,8.9981,185
1/14/2011 19:00,Spring,0,1, Clear + Few clouds,6.56,9.85,59,6.0032,92
04-11-2012 16:00,Summer,0,1, Clear + Few clouds,18.04,21.97,33,19.9995,307
4/15/2012 13:00,Summer,0,0, Clear + Few clouds,27.06,31.06,44,19.0012,681
9/17/2011 20:00,Fall,0,0, Clear + Few clouds,21.32,25,68,8.9981,176
08-12-2012 21:00,Fall,0,0, Clear + Few clouds,29.52,33.335,51,6.0032,220
01-01-2011 06:00,Spring,0,0, Clear + Few clouds,9.02,13.635,80,0,2
05-09-2012 19:00,Summer,0,1," Light Snow, Light Rain",20.5,24.24,77,23.9994,98
04-12-2011 16:00,Summer,0,1, Mist + Cloudy ,19.68,23.485,77,26.0027,99
4/15/2012 1:00,Summer,0,0, Mist + Cloudy ,22.14,25.76,56,11.0014,106
8/16/2011 22:00,Fall,0,1, Clear + Few clouds,28.7,32.575,61,0,152
01-03-2012 12:00,Spring,0,1, Clear + Few clouds,7.38,6.82,37,35.0008,74
04-07-2011 01:00,Summer,0,1, Clear + Few clouds,17.22,21.21,47,8.9981,13
06-05-2011 08:00,Summer,0,0, Mist + Cloudy ,24.6,29.545,73,16.9979,98
05-05-2012 16:00,Summer,0,0, Mist + Cloudy ,27.88,31.82,65,26.0027,540
05-02-2011 15:00,Summer,0,1, Clear + Few clouds,27.06,31.06,61,12.998,155
